id,title,format,medium,notes,source,catalogueId,catalogueCallNumber,catalogueName,artistId,originalArtistId,artistFirstName,artistLastName,originalArtistLastName,artistGender,artistThumbnailFile,exhibitionId,exhibitionName,exhibitionPlace,exhibitionYear,originalExhibitionYear,mediumFormat,originalMediumFormat,price
1026,"""Castlemaine Advertiser"" printed in colonial gold leaf.",Newspaper,,"""It bears the colonial corporate seal and is the first paper of the kind got up in the colonies; contains an account of the rise and progress of the Municipality, public buildings etc.""",None given,10,ML Ref 606/M,"Official record â€¦ [of the] Intercolonial Exhibition of Australasia, Melbourne, 1866-67",2912,,,Unknown,,,,3,"Intercolonial Exhibition of Australasia, Melbourne, 1866-67","""Advertiser"" Office,Castlemaine, Vic.",1866,1866-67,Newspaper,Newspaper,
11586,"""Castles in the Air""",Sculpture,,,"McCulloch, Encyclopedia of Australian Art, 1994",65,ML FM4/8446,"Catalogue of exhibits in the Twenty-First Annual Exhibition of the Royal Art Society of New South Wales, 1900, Sydney",465,465,W B,McIntosh,McIntosh,,,18,"Royal Art Society of New South Wales Annual Exhibition. 21st, 1900",,1900,1900,Sculpture,Sculpture,
11020,"""Changing Pastures""",Painting,Watercolour,For sale: Â£5.5.0,"McCulloch, Encyclopedia of Australian Art, 1994",61,ML FM4/8446,"Catalogue of exhibits in the Seventeenth Annual Exhibition of the Royal Art Society of New South Wales, 1896",2318,2318,Albert J,Hanson,Hanson,male,,27,"Royal Art Society of New South Wales Annual Exhibition. 17th, 1895",,1896,1896,Watercolour Painting,Watercolour Painting,5.25
10407,"""Charmian""",Painting,Watercolour,Â£15.15.0,"McCulloch, Encyclopedia of Australian Art, 1994",57,ML FM4/8446,"Catalogue of exhibits in the Fifteenth Annual Exhibition of the Royal Art Society of New South Wales, 1894",2547,2547,Benjamin Edwin,Minns,Minns,male,2547.jpg,8,"Royal Art Society of New South Wales Annual Exhibition. 15th, 1893",,1894,1894,Watercolour Painting,Watercolour Painting,15.75
3256,"""Charon""",Painting,Oil,,"Dictionary of Australian Artists, 1992",31,ML 708.29/V,"Catalogue of the first Exhibition of the Victorian Academy of Arts, 1870",2492,2492,Thomas Hamilton,Lyttleton,Lyttleton,male,,31,"Exhibition of the Victorian Academy of Arts, 1870",,1870,1870,Oil Painting,Oil Painting,
4046,"""Check-Mate"", after Webb",Painting,Oil,For sale.  Exhibits from New South Wales Academy of Art,ANG authority file,17,ML 630.6/R,"Catalogue of the Agricultural Society of New South Wales Exhibition, 1874",573,573,Mary H,Livingston,Livingston,female,,22,Agricultural Society of New South Wales Exhibition,,1874,1874,Oil Painting,Oil Painting,
11385,"""Chris""",Painting,Watercolour,Â£4.4.0,"McCulloch, Encyclopedia of Australian Art, 1994",64,ML FM4/8446,"Catalogue of exhibits in the Eighteenth Annual Exhibition of the Royal Art Society of New South Wales, 1897, Sydney",1675,1675,Mary (Junior),Stoddard,Stoddard,female,,26,"Royal Art Society of New South Wales Annual Exhibition. 18th, 1888",,1897,1897,Watercolour Painting,Watercolour Painting,4.2
12382,"""City of Melbourne"" in a gale",Painting,Oil,,"McCulloch, Encyclopedia of Australian Art, 1994",79,DL 89/1350 Pam,"Catalogue of the Loan Exhibition, Women's College [University of Sydney], 1895",2293,2293,George Frederick,Gregory,Gregory,male,,37,"Women's College Loan Exhibition, Sydney, 1895",,1895,1895,Oil Painting,Oil Painting,
11740,"""Coaling""",Painting,Oil,For sale: Â£5.5.0,"McCulloch, Encyclopedia of Australian Art, 1994",66,ML FM4/8446,"Catalogue of exhibits in the Twentieth Annual Exhibition of the Royal Art Society of New South Wales, 1899, Sydney",1974,1974,Arthur James Wetherall,Burgess,Burgess,male,,20,"Royal Art Society of New South Wales Annual Exhibition. 20th, 1899",,1899,1899,Oil Painting,Oil Painting,5.25
15140,"""Cockatoo Island,Sydney",Painting,Watercolour,,"Dictionary of Australian Artists, 1992",80,DL 89/86,"Catalgue of the loan exhibition to inaugurate the first completed portion of the gallery, May 1897",1523,1523,John Skinner,Prout,Prout,male,1523.jpg,32,"National Art Gallery of New South Wales loan exhibition, 1897",,1897,1897,Watercolour Painting,Watercolour Painting,
10516,"""Coming Events and their Shadows before""",Painting,Watercolour,For sale: Â£5.5.0,"McCulloch, Encyclopedia of Australian Art, 1994",57,ML FM4/8446,"Catalogue of exhibits in the Fifteenth Annual Exhibition of the Royal Art Society of New South Wales, 1894",1675,1675,Mary (Junior),Stoddard,Stoddard,female,,8,"Royal Art Society of New South Wales Annual Exhibition. 15th, 1893",,1894,1894,Watercolour Painting,Watercolour Painting,5.25
15699,"""Comments on Captain Cook's Log""",Book,,,"Dictionary of Australian Artists, 1992",71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",2450,2450,Philip Gidley,King,King,male,,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts",,1893,1893,Book,Book,
12207,"""Consider the Lilies""",Painting,Oil,,"McCulloch, Encyclopedia of Australian Art, 1994",67,FM 4/8446,"Catalogue of exhibits in the Nineteenth Annual Exhibition of the Royal Art Society of New South Wales, 1898, Sydney",1420,1420,Horace Millichamp,Moore-Jones,Moore-Jones,male,,21,"Royal Art Society of New South Wales Annual Exhibition. 19th, 1898",,1898,1898,Oil Painting,Oil Painting,
9980,"""Coo-ee""",Painting,Oil,Â£52.10.0,"McCulloch, Encyclopedia of Australian Art, 1994",54,ML FM4/8446,"Catalogue of exhibits in the Fourteenth Annual Exhibition of the Royal Art Society of New South Wales, 1893",2384,2384,Charles Henry,Hunt,Hunt,male,,13,"Royal Art Society of New South Wales Annual Exhibition. 14th, 1893",,1893,1893,Oil Painting,Oil Painting,52.5
17199,"""Coo-ee"", Statuette, Bronzed",Statuette,Marble,,"Dictionary of Australian Artists, 1992",145,ML 706/V,"Victorian Artists Society. Catalogue of Exhibitions, Melbourne",2707,2707,Charles Douglas,Richardson,Richardson,male,,11,"Victorian Artists Society, Melbourne, 1892","Gordon Building, Flinders Lane West, Melbourne",1892,1892,Marble Statuette,Marble Statuette,
10345,"""Corporal Nym""- King Henry IV",Painting,Watercolour,Â£5.5.0,ANG authority file,57,ML FM4/8446,"Catalogue of exhibits in the Fifteenth Annual Exhibition of the Royal Art Society of New South Wales, 1894",2442,2442,William A,Ker,Ker,male,,8,"Royal Art Society of New South Wales Annual Exhibition. 15th, 1893",,1894,1894,Watercolour Painting,Watercolour Painting,5.25
10408,"""Cows are in the corn!""",Painting,Watercolour,Â£52.10.0,"McCulloch, Encyclopedia of Australian Art, 1994",57,ML FM4/8446,"Catalogue of exhibits in the Fifteenth Annual Exhibition of the Royal Art Society of New South Wales, 1894",2547,2547,Benjamin Edwin,Minns,Minns,male,2547.jpg,8,"Royal Art Society of New South Wales Annual Exhibition. 15th, 1893",,1894,1894,Watercolour Painting,Watercolour Painting,52.5
15917,"""Crescent Head, Point Plome.""",Painting,Watercolour,,"McCulloch, Encyclopedia of Australian Art, 1994",71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",2547,2547,Benjamin Edwin,Minns,Minns,male,2547.jpg,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts",,1893,1893,Watercolour Painting,Watercolour Painting,
4047,"""Crossing the Solway"", after Baugh",Painting,Oil,For sale,ANG authority file,17,ML 630.6/R,"Catalogue of the Agricultural Society of New South Wales Exhibition, 1874",573,573,Mary H,Livingston,Livingston,female,,22,Agricultural Society of New South Wales Exhibition,,1874,1874,Oil Painting,Oil Painting,
10142,"""Cupidâ€¦"" [see notes]",Painting,Oil,"""Then to make Cupid a boy Was surely a woman's plan,/ For a boy never learns so much Till he has become a man,/ And then he's so pierced with care And wounded with arrowy smarts/ That the whole business of his life Is to pull out the heads of the darts""","McCulloch, Encyclopedia of Australian Art, 1994",54,ML FM4/8446,"Catalogue of exhibits in the Fourteenth Annual Exhibition of the Royal Art Society of New South Wales, 1893",2824,2824,Arthur Ernest,Streeton,Streeton,male,2824.jpg,13,"Royal Art Society of New South Wales Annual Exhibition. 14th, 1893",,1893,1893,Oil Painting,Oil Painting,
14616,"""Curl Curl"" Lagoon, Manly Beach",Painting,Watercolour,,"Dictionary of Australian Artists, 1992",87,ML 606N,"Catalogue of  the New South Wales Court of the International Exhibition, Melbourne,1880",2075,2075,Edward,Combes,Combes,male,,43,"International Exhibition Melbourne, 1880. New South Wales Court","Victoria Lodge, Miller's Point",1880,1880,Watercolour Painting,Watercolour Painting,
14755,"""Daphne""",Sculpture,,,"McCulloch, Encyclopedia of Australian Art, 1994",82,DL 86/746 Pam,"Victorian Exhibition of Fine Arts, 1861. Catalogue",392,392,Miss Margaret,Thomas,Thomas,female,392.jpg,59,"Victorian Exhibition of Fine Arts, 1861",,1861,1861,Sculpture,Sculpture,
10491,"""Dear Lady Disdain""",Painting,Oil,For sale: Â£31.10.0,"McCulloch, Encyclopedia of Australian Art, 1994",57,ML FM4/8446,"Catalogue of exhibits in the Fifteenth Annual Exhibition of the Royal Art Society of New South Wales, 1894",2810,2810,Percy Frederick Seaton,Spence,Spence,male,2810.jpg,8,"Royal Art Society of New South Wales Annual Exhibition. 15th, 1893",,1894,1894,Oil Painting,Oil Painting,31.5
14619,"""Deserted"" Langham sketch",Painting,Watercolour,,"Dictionary of Australian Artists, 1992",87,ML 606N,"Catalogue of  the New South Wales Court of the International Exhibition, Melbourne,1880",2075,2075,Edward,Combes,Combes,male,,43,"International Exhibition Melbourne, 1880. New South Wales Court","Victoria Lodge, Miller's Point",1880,1880,Watercolour Painting,Watercolour Painting,
8958,"""Deserted"", Creek on Lane Cove River",Painting,,For sale: Â£6.6.0,"McCulloch, Encyclopedia of Australian Art, 1994",37,ML 706/20,"Catalogue of exhibits in the Sixth Annual Exhibition of the Royal Art Society of New South Wales, 1885",2070,2070,George Alphonse,Collingridge de Tourcey,Collingridge de Tourcey,male,,17,"Royal Art Society of New South Wales Annual Exhibition. 6th, 1885",,1885,1885,Painting,Painting,6.3
12193,"""Deuced Awkward, You know!""",Painting,Watercolour,For sale: Â£6.6.0,"McCulloch, Encyclopedia of Australian Art, 1994",67,FM 4/8446,"Catalogue of exhibits in the Nineteenth Annual Exhibition of the Royal Art Society of New South Wales, 1898, Sydney",1364,1364,Francis Prout,Mahony,Mahony,male,1364.jpg,21,"Royal Art Society of New South Wales Annual Exhibition. 19th, 1898",,1898,1898,Watercolour Painting,Watercolour Painting,6.3
8821,"""Dies"" - panel for side of fireplace",Painting,,For sale: Â£4.4.0,"McCulloch, Encyclopedia of Australian Art, 1994",34,ML 706/20,"Catalogue of exhibits in the Seventh Annual Exhibition of the Royal Art Society of New South Wales, 1886",2732,2732,H Constance,Roth,Roth,,,19,"Royal Art Society of New South Wales Annual Exhibition. 7th, 1886",,1886,1886,Painting,Painting,4.2
12281,"""Dim Cliffs Oversea""",Painting,Watercolour,,"McCulloch, Encyclopedia of Australian Art, 1994",67,FM 4/8446,"Catalogue of exhibits in the Nineteenth Annual Exhibition of the Royal Art Society of New South Wales, 1898, Sydney",2870,2870,John William,Tristram,Tristram,male,2870.jpg,21,"Royal Art Society of New South Wales Annual Exhibition. 19th, 1898",,1898,1898,Watercolour Painting,Watercolour Painting,
5502,"""Dora"" direct from life. Medal",Photograph,,,"Mechanical Eye in Australia, photography",39,ML 606/V,"Official record [of items forwarded to] Philadelphia Centennial Exhibition, 1876 [from Victoria]",2600,2600,John Hubert,Newman,Newman,male,,4,"Philadelphia Centennial Exhibition, 1876",,1875,1875,Photograph,Photograph,
18256,"""Down on His Luck""",Painting,Oil,,"McCulloch, Encyclopedia of Australian Art, 1994",85,ML 708.9/N,,2528,2528,Frederick,McCubbin,McCubbin,male,,41,"Exhibition of works of Victorian artists held in the Art Gallery of the Exhibition Building, 1890",,1890,1890,Oil Painting,Oil Painting,
4395,"""Dry Creek at Sunbury""",Painting,Watercolour,,"McCulloch, Encyclopedia of Australian Art, 1994",35,ML 042/P176,"Official catalogue of the Victorian Exhibition, opened 6 November 1872, part of the London International Exhibition",1033,1033,James,Curtis,Curtis,male,,29,"International Exhibition, London 1873. The Victorian Exhibition",,1873,1873,Watercolour Painting,Watercolour Painting,
6956,"""Dry"", or Travelling in Riverina",Painting,Oil,For sale: Â£21.0.0,"McCulloch, Encyclopedia of Australian Art, 1994",62,ML Ref. 706/20,"Catalogue of exhibits in the First Annual Exhibition of the Royal Art Society of New South Wales, 1880, Sydney",2707,2707,Charles Douglas,Richardson,Richardson,male,,33,"Royal Art Society of New South Wales Annual Exhibition. 1st, 1880",,1880,1880,Oil Painting,Oil Painting,21
15168,"""Ducks and Plover""",Painting,Oil,,A/F,80,DL 89/86,"Catalgue of the loan exhibition to inaugurate the first completed portion of the gallery, May 1897",8,8,John,Wainwright,Wainwright,male,,32,"National Art Gallery of New South Wales loan exhibition, 1897",,1897,1897,Oil Painting,Oil Painting,
4384,"""Eastern End of Dandenong Ranges""",Painting,Watercolour,,ANG authority file,35,ML 042/P176,"Official catalogue of the Victorian Exhibition, opened 6 November 1872, part of the London International Exhibition",2048,2048,W,Clarkson,Clarkson,,,29,"International Exhibition, London 1873. The Victorian Exhibition",,1873,1873,Watercolour Painting,Watercolour Painting,
15061,"""ECCE TIBER""",Painting,,The exclamation of Agricola's Soldiers on reaching the Tay in pursuit of the Caledonians,"Dictionary of Australian Artists, 1992",105,DL 86/748 Pam,"Annual Exhibition of Fine Arts, Melbourne, 1864. Catalogue",2508,2508,James,Marshall,Marshall,male,,52,"Annual Exhibition of Fine Arts, Melbourne, 1864",46 Elizabeth Street,1864,1864,Painting,Painting,
15336,"""Echo Tree Glen"" situated at the head of the Leura Falls Glen -- distant about 1 1/2mile from Katoomba Railway Station",Photograph,,,None given,71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",2912,,,Unknown,,,,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts",,1893,1893,Photograph,Photograph,
15469,"""Ednam"" New Town",Architectural Drawing,,Alan C Walker A.R.I.B.A.,Australian Dictionary of Biography,143,Pam Q708.9946/ART ML 706/A,,2894,2894,Alan Cameron,Walker,Walker,male,,65,"Annual exhibition of the Art Society of Tasmania, 1899","Treasury Chambers, Hobart",1899,1899,Architectural Drawing,Architectural Drawing,
17425,"""Edzel"", Toorak",Architectural Drawing,,Melbourne architectural firm. See Victorian Heritage Database.,Indexer's Authority File,146,ML 706/V,"Victorian Artists Society. Catalogue of Exhibitions, Melbourne",2700,2700,,"Reed, Smart and Tappin","Reed, Smart and Tappin",,,30,"Victorian Artists Society, Melbourne, 1893","11 Elizabeth Street, Melbourne",1893,1893,Architectural Drawing,Architectural Drawing,
16090,"""Eileen""",Painting,Oil,,None given,71,ML 606/N,"Catalogue of the New South Wales Courts of the World's Columbian Exposition, Chicago, 1893",1835,1835,Tom (Thomas William),Roberts,Roberts,male,1835.jpg,1,"World's Columbian Exposition, Chicago, 1893. New South Wales Courts","Sydney, New South Wales",1893,1893,Oil Painting,Oil Painting,
12062,"""Equal Representations""",Painting,Watercolour,For sale: Â£10.10.0,"McCulloch, Encyclopedia of Australian Art, 1994",67,FM 4/8446,"Catalogue of exhibits in the Nineteenth Annual Exhibition of the Royal Art Society of New South Wales, 1898, Sydney",2069,2069,Arthur,Collingridge de Tourcey,Collingridge de Tourcey,male,2069.jpg,21,"Royal Art Society of New South Wales Annual Exhibition. 19th, 1898",,1898,1898,Watercolour Painting,Watercolour Painting,10.5
11422,"""Etra Meenie""- Mother of Sydney and Melbourne Cup Winners-1899",Painting,Oil,,ANG authority file,65,ML FM4/8446,"Catalogue of exhibits in the Twenty-First Annual Exhibition of the Royal Art Society of New South Wales, 1900, Sydney",828,828,V F P,Allen,Allen,male,,18,"Royal Art Society of New South Wales Annual Exhibition. 21st, 1900",,1900,1900,Oil Painting,Oil Painting,
6780,"""Evening News"" and Prints",Newspaper,,,None given,59,ML 042/P25,"Official catalogue of exhibits in the NSW Court at the Sydney International Exhibition, 1879, Sydney",2912,,,Unknown,,,,81,"Sydney International Exhibition, 1879-80, New South Wales Court","190 Pitt Street, Sydney",1879,1879-80,Newspaper,Newspaper,
10382,"""Eventide""",Painting,Watercolour,Â£5.5.0,"McCulloch, Encyclopedia of Australian Art, 1994",57,ML FM4/8446,"Catalogue of exhibits in the Fifteenth Annual Exhibition of the Royal Art Society of New South Wales, 1894",1364,1364,Francis Prout,Mahony,Mahony,male,1364.jpg,8,"Royal Art Society of New South Wales Annual Exhibition. 15th, 1893",,1894,1894,Watercolour Painting,Watercolour Painting,5.25
