id,firstName,lastName,worksTotal,gender,image,imageUrl,wikipediaUrl,notes,thumbnailFile,wikiDataId
334,Mrs. Tristram,Squire,1,female,,,,,,
2200,Rosa Catherine,Fiveash,1,female,,,,,,
1182,Camilla F,Hammond,1,female,,,,,,
1584,F J,"S.

S.",1,,,,,,,
331,Miss,Tindall,1,female,,,,,,
2385,Miss M J,Hunt,1,female,,,,,,
2012,J W,Brown,1,,,,,,,
2713,W,Riley,1,,,,,,,
266,Miss E A,Higgins,1,female,,,,,,
2539,Nellie,Meave,1,female,,,,,,
879,E G,Barton,1,,,,,,,
1966,,Breghels,1,,,,,,,
2563,Charles,Moore,1,male,,,,,,
1007,John Fairfax,Conigrave,1,male,,,,,,
1859,,Absolom,1,,,,,,,
2119,,Davidson,1,,,,,,,
1272,Miss,Jones,1,female,,,,,,
342,H.,Hamsselin,1,,,,,,,
446,Miss Muriel M,Loughnan,1,female,,,,,,
398,John Dunmore,Lang,1,male,,,,,,
2922,Rev. John,Rolwegan,1,male,,,,,,
730,Catherine W,Paterson,1,female,,,,,,
340,Mrs. F,Woodhouse,1,female,,,,,,
2947,Tom (Thomas William),Williams,1,male,,,,,,
2795,E E,Smith,1,,,,,,,
2434,William,Joyner,1,male,,,,,,
725,A Izett,Watson,1,,,,,,,
2011,J E,Brown,1,,,,,,,
131,"Son, and Steffanoni",Reading,1,male,,,,,,
2945,G A,Williams,1,,,,,,,
1038,Harry,Dangar,1,male,,,,,,
1482,Josephine,Palmer,1,female,,,,,,
113,,Flavelle Brothers and Roberts,1,,,,,,,
2055,Raphael,Clint,1,male,,,,,,
1441,T P,Neal,1,,,,,,,
2409,,Jansen,1,,,,,,,
1962,,Bracklear,1,,,,,,,
2151,Mrs.,Doolan,1,female,,,,,,
2308,Louis,Haghe,1,male,,,,,,
2535,,McInnis,1,,,,,,,
2037,Louise,Christie,1,female,,,,,,
2887,William Richard,Wade,1,male,,,,,,
777,Flora C,Munro,1,female,,,,,,
846,S W,Armfield,1,,,,,,,
1290,,Kilpatrick & Co.,1,,,,,,,
1192,,Hardy Brothers,1,,,,,,,
2638,Sydney,Parkinson,1,,,,,,,
1853,Rose C,Aaroles,1,female,,,,,,
2407,William,James,1,male,,,,,,
2845,H J,Taylor,1,,,,,,,
943,Marcus Blake,Brownrigg,1,male,,,,,,
2260,,Gibbs,1,,,,,,,
1438,,Myers,1,,,,,,,
1868,Eliza,Allen,1,female,,,,,,
2678,Sarah Westall,Poynter,1,female,,,,,,
176,D A,Parker,1,,,,,,,
1930,,Bentley,1,,,,,,,
2008,Edwin Stanley,Brookes,1,male,,,,,,
169,W G,Eddington,1,,,,,,,
1213,Wilhelm,Hennert,1,male,,,,,,
389,J,Keely,1,,,,,,,
2523,John,McArthur,1,male,,,,,,
2564,H.,Moore,1,,,,,,,
2587,,Nassel,1,,,,,,,
2592,Jun,Neimann,1,,,,,,,
2676,G,Poussin,1,,,,,,,
2726,W,Rocloss,1,,,,,,,
1019,Charlotte,Cowley,1,female,,,,,,
745,Miss Esther A,Cripps,1,female,,,,,,
2489,Miss B,Lumsden,1,female,,,,,,
1935,H.,Birtler,1,,,,,,,
1241,,Horlot,1,,,,,,,
2624,,O'Conner,1,,,,,,,
1736,,Walch Brothers and Birchall,1,,,,,,,
2474,S J,Levitt,1,,,,,,,
1840,William,Wilkinson,1,male,,,,,,
1560,L J,Roberts,1,,,,,,,
2502,Mademoiselle,Jarotha,1,female,,,,,,
2849,Alfred,Tennyson,1,male,,,,,,
2920,John,Le Gay Brereton,1,male,,,,,,
2576,Professor Max,Muller,1,male,,,,,,
1905,Sir Joseph,Banks,1,male,,,,,,
2415,Dr.,Jenner,1,,,,,,,
2436,William Porden,Kay,1,male,,,,,,
1110,Mrs E,Forde,1,female,,,,,,
2304,John Edward,Grube,1,male,,,,,,
209,,Campbell and Ferguson,1,,,,,,,
2477,Charles Whybrow,Ligar,1,male,,,,,,
190,T,Schoenfeld,1,,,,,,,
988,R,Chilton,1,,,,,,,
922,Mrs. J S,Bowman,1,female,,,,,,
2696,W,Reading,1,,,,,,,
906,Miss,Blair,1,female,,,,,,
2381,,Hudson,1,,,,,,,
1858,Louis,Abrahams,1,male,,,,,,
2773,Catherine Elizabeth,Sheppard,1,female,,,,,,
1437,E A,Myer,1,,,,,,,
217,John,Millar,1,male,,,,,,
827,,Allen and Tuxen,1,,,,,,,
514,,Maxwell & Phillips,1,,,,,,,
1120,Douglas James,Frost,1,male,,,,,,
2626,,"Office of Secretary for Mines

Office of Secretary for Mines",1,,,,,,,
956,Frederick A,Cadell,1,male,,,,,,
221,A M,Williams,1,,,,,,,
440,M E,Meyer,1,,,,,,,
433,,Neil Waschsnuth & Co.,1,male,,,,,,
85,A B,Ainsworth,1,,,,,,,
2225,John,Francis,1,male,,,,,,
1253,,"Huxley, Parker & Co.",1,,,,,,,
1701,Pietro,Tenerani,1,male,,,,,,
2910,J,Watts,1,,,,,,,
338,F H,Barnard,1,,,,,,,
163,J W,Ellen,1,,,,,,,
2430,Mary,Jones,1,female,,,,,,
509,Mr.,Russell,1,male,,,,,,
641,Lloyd,Taylor,1,male,,,,,,
1542,,"Reid, J.A. & Howitt, A.W.",1,,,,,,,
2694,John Barr Clarke,Raworth,1,male,,,,,,
2042,Hedley,Churchward,1,male,,,,,,
1268,W,Johnston,1,,,,,,,
2625,Marshall,O'Donnell,1,male,,,,,,
379,Miss,Sharp,1,female,,,,,,
1492,James Scott,Paterson,1,male,,,,,,
477,A W,Weedon,1,,,,,,,
519,H C ,Wollett,1,,,,,,,
1941,Olaf William,Blackwood,1,male,,,,,,
28,J C,White,1,,,,,,,
944,G,Bruhn,1,,,,,,,
2940,A J,Wilkinson,1,,,,,,,
2118,F,Darvall,1,,,,,,,
2231,,Freedler,1,,,,,,,
1992,Sydney George,Camroux,1,male,,,,,,
2047,,Clarke,1,,,,,,,
2565,William Gosling,Moore,1,male,,,,,,
2319,Theodore Brooke,Hansen,1,male,,,,,,
2650,James,Peele,1,male,,,,,,
1551,James Crowe,Richmond,1,male,,,,,,
2657,James Buckingham,Philp,1,male,,,,,,
930,F C,Brewer,1,,,,,,,
1711,George,Tolhurst,1,male,,,,,,
1783,,Wilkie and Co.,1,,,,,,,
1452,,Nicholson & Co,1,,,,,,,
1142,W H,Glen & Co.,1,,,,,,,
2157,Charles,Drinkwater,1,male,,,,,,
2059,S W,Cochrane,1,,,,,,,
523,E,Gaine,1,,,,,,,
2191,Susan Georgina Marianne,Fereday,1,female,,,,,,
344,W M,Hodgkins,1,,,,,,,
309,David,Drape,1,male,,,,,,
2669,William,Pitt,1,male,,,,,,
177,J C,Fisher,1,,,,,,,
887,,Beard,1,,,,,,,
747,Lydia Gresford,Cowley,1,female,,,,,,
2905,S,Warner,1,,,,,,,
2921,E H ,West,1,,,,,,,
1481,Harry,Palmer,1,male,,,,,,
2758,C E,Scott,1,,,,,,,
1191,Thomas,Hardy,1,male,,,,,,
1793,Miss F A,Wilson,1,female,,,,,,
2423,Henry,Johnston,1,male,,,,,,
2916,T P,Webb,1,,,,,,,
1826,F,Albert,1,,,,,,,
860,,Baddington,1,,,,,,,
1815,,Worsemann,1,,,,,,,
2421,R M,Johnston,1,,,,,,,
191,F L,Piguenit,1,,,,,,,
2666,William Charles & Peter Gordon,Piguenit & Fraser,1,male,,,,,,
2493,E C,Mace,1,,,,,,,
2906,,Waterman,1,,,,,,,
1976,Arthur Horace,Burkitt,1,male,,,,,,
2473,Thomas Fisher,Levick,1,male,,,,,,
1936,Bessie,Bisdee,1,female,,,,,,
2762,Walter,Seehusen,1,male,,,,,,
399,Francis,Campbell,1,,,,,,,
483,C,Jones,1,,,,,,,
1761,Miss,Webb,1,female,,,,,,
1956,Annie J,Boulton,1,female,,,,,,
710,J,Trevor-Jones,1,,,,,,,
765,Herbert W,Cotton,1,male,,,,,,
788,T W,Williams,1,,,,,,,
2752,Jessie E,Scarvell,1,female,,,,,,
2664,,Pierson,1,,,,,,,
96,J K,Robshaw,1,,,,,,,
1317,,Levy Brothers,1,,,,,,,
128,H.,Roberts,1,,,,,,,
1181,J,Hammer,1,,,,,,,
545,J,Naylor,1,,,,,,,
889,Miss J Margaret,Beck,1,female,,,,,,
2863,Geoffrey G.,Tippett,1,male,,,,,,
515,F,Price,1,,,,,,,
1699,T G,Taylor,1,,,,,,,
2049,Annie H,Clarke,1,female,,,,,,
42,Miss,Eichler,1,female,,,,,,
613,Mrs. J,Shorter,1,female,,,,,,
2139,Robert Lowes,Dibdin,1,male,,,,,,
26,John,Thompson,1,male,,,,,,
2749,Sophia Elizabeth,Sasse,1,female,,,,,,
776,J I,Palmer,1,,,,,,,
1937,,Bisson Brothers,1,,,,,,,
2955,Thomas,Wingate,1,male,,,,,,
2675,Bingingee Sorabjee,Poochee,1,,,,,,,
2659,Mr.,Phillips,1,male,,,,,,
1825,Mrs.,Steele,1,female,,,,,,
882,W T,Bates and Co.,1,,,,,,,
74,James,Naylor,1,male,,,,,,
188,,Gardiner and Co,1,,,,,,,
174,,Mathieson,1,,,,,,,
2501,Macneil,Macleay,1,male,,,,,,
2243,Mrs.,Gaggin,1,female,,,,,,
2469,Robert,Lee,1,male,,,,,,
692,E A,Bonney,1,,,,,,,
1425,B S,Morton,1,,,,,,,
2199,Michael,Fitzpatrick,1,male,,,,,,
2541,James McKain,Meek,1,male,,,,,,
2033,Miss,Chapman,1,female,,,,,,
2511,D,Martin,1,,,,,,,
2688,Robert,Pybus,1,male,,,,,,
2701,R (Rowland),Rees,1,,,,,,,
80,Joseph (Reed),Reed and Barnes,1,male,,,,,,
250,V A V,Delarue,1,,,,,,,
1125,D. & Son,Garlick,1,male,,,,,,
2783,G G,Simpson,1,,,,,,,
1901,,Baker and Rouse,1,,,,,,,
2483,Albert,Lomer,1,male,,,,,,
2405,Edward J,James,1,male,,,,,,
513,James,Oddie,1,male,,,,,,
2481,John,Little,1,male,,,,,,
1911,,Barroni and Co.,1,,,,,,,
2235,,Freeman Brothers & Wheeler,1,,,,,,,
1963,William,Bradley,1,male,,,,,,
2813,Stephen,Spurling,1,male,,,,,,
2805,W T,Soulby,1,,,,,,,
2433,Robert E.,Joseph,1,male,,,,,,
2596,,Nelson & Co.,1,,,,,,,
2306,Robert William,Guilfoyle,1,male,,,,,,
1957,Dr.,Bowie,1,,,,,,,
2094,B,Cowderoy,1,,,,,,,
2724,Thomas W,Robinson,1,male,,,,,,
894,A,Bennett,1,,,,,,,
511,W J,Roberts,1,,,,,,,
1882,,Ardern and Hall,1,,,,,,,
1904,H B,Ballard,1,,,,,,,
1921,J H,Beaumont,1,,,,,,,
1934,Charles L,Birkin,1,male,,,,,,
1968,,Brewster and Campbell,1,,,,,,,
967,W,Candy,1,,,,,,,
2034,,Charlemont & Co.,1,,,,,,,
1056,H S,Dickson,1,,,,,,,
2152,Henry,Dorner,1,,,,,,,
2219,,Foster and Martin,1,,,,,,,
2253,Henry H,Geyer,1,,,,,,,
1158,G L,Graham,1,,,,,,,
2303,,Grouzelle & Co.,1,,,,,,,
1169,,Hall and Fitzmaurice,1,,,,,,,
1186, T D,Hannaford,1,,,,,,,
2349,Gustavus A C B,Herfort,1,male,,,,,,
2352,,Hetzer and Degotardi,1,,,,,,,
2357,,Hill & Co.,1,,,,,,,
2451,Henry,King,1,male,,,,,,
2458,Johan Frederick Carl (Fred),Kruger,1,male,,,,,,
2465,William T B,Latimer,1,male,,,,,,
2507,,Marks & Co.,1,,,,,,,
2530,D,McDonald,1,,,,,,,
1355,H.,McKie,1,,,,,,,
2584,,Nagel & Co.,1,,,,,,,
2601,William Augustus,Nicholas,1,male,,,,,,
1465,C T,Norton,1,,,,,,,
2635,John,Paine,1,male,,,,,,
1510,J D,Pierce,1,,,,,,,
1514,W,Porteous,1,,,,,,,
1585,C,Sabelberg,1,,,,,,,
2789,Jabez W,Small,1,,,,,,,
2802,Henry B,Solomons,1,male,,,,,,
2876,W N,Tuttle,1,,,,,,,
2882,H.,Vanheens,1,,,,,,,
2918,,Webb and Webb,1,,,,,,,
1811,W C,Woolcott,1,,,,,,,
1866,Mr. & Mrs.,Allen,1,,,,,,,
1197,H.,Harrison,1,,,,,,,
995,W B,Clarke,1,,,,,,,
2161,Townsend,Duryea,1,male,,,,,,
1502,Ethel Charlotte,Pedley,1,female,,,,,,
2573,John,Morton,1,male,,,,,,
2661,,Photographic Society of Victoria,1,,,,,,,
2633,James W,Osborne,1,male,,,,,,
2333,,Hart and Roux,1,,,,,,,
2370,Robin Vaughan,Hood,1,,,,,,,
2041,T,Churchill,1,,,,,,,
1262,M S,Jendrzejowski,1,,,,,,,
189,,Mansfield Brothers,1,male,,,,,,
2778,L.,Sievwright,1,,,,,,,
1216,F,Henty,1,,,,,,,
2846,S,Taylor,1,,,,,,,
2226,Carrie,Francis,1,female,,,,,,
2142,Bassett,Dickson,1,,,,,,,
2113,Herbert,Daly,1,male,,,,,,
276,F B,Llark,1,,,,,,,
2468,J A. Stanger,Leathes,1,,,,,,,
2399,E H ,Irvine,1,,,,,,,
1823,R,Irving,1,,,,,,,
1998,Miss B,Carre-Riddall,1,female,,,,,,
1001,John,Clulow,1,male,,,,,,
1371,Stephen,Marsh,1,male,,,,,,
711,Miss Lizzie,Benjamin,1,female,,,,,,
1943,William,Bland,1,male,,,,,,
535,Miss,Dibbs,1,female,,,,,,
2153,Gerard,Dow,1,male,,,,,,
2398,Mrs. H,Irvine,1,female,,,,,,
547,R B F,Lowe,1,,,,,,,
2514,David,Masson,1,male,,,,,,
1553,John,Riddle,1,male,,,,,,
2804,E,Sothern,1,,,,,,,
1822,E m,Zollner,1,,,,,,,
2772,Benjamin,Sheppard,1,male,,,,,,
1917,Joseph Wellesen,Baume,1,male,,,,,,
790,Catherine (Miss),Divine,1,female,,,,,,
2479,Henry,Lingham,1,male,,,,,,
2537,Eliza Mary,McQuade,1,female,,,,,,
2620,J,Nutter,1,,,,,,,
626,,Cordon,1,,,,,,,
836,W. McLeod,Anderson,1,,,,,,,
2693,John,Raw,1,male,,,,,,
2396,Adelaide Eliza Scott,Ironside,1,female,,,,,,
2164,Augustus,Earle,1,male,,,,,,Q663092
2549,William Edward,Miller,1,male,,,,,,
2771,Frederick Stanley,Sheldon,1,male,,,,,,
2658,J H,Phillips,1,,,,,,,
1864,R,Alexander,1,,,,,,,
1404,F,Mitchell,1,,,,,,,
2291,Mrs.,Green,1,female,,,,,,
366,Miss Grace,Beach,1,female,,,,,,
2520,Eliza,May,1,female,,,,,,
1894,Joseph,Backler,1,male,,,,,,Q16153246
835,W,Anderson,1,,,,,,,
2808,E,Sothern,1,,,,,,,
1863,J,Aldwinckle,1,,,,,,,
2343,R,Heighway,1,,,,,,,
2193,G,Fillans,1,,,,,,,
383,Mrs.,Harland,1,female,,,,,,
2704,G,Reid,1,,,,,,,
1778,Harry,Whitton,1,male,,,,,,
7,Mrs.,Carpenter,1,female,,,,,,
1933,G,Bionda,1,,,,,,,
574,F,Fry,1,,,,,,,
1903,Eugen Wilhelm Ernest de,Balk,1,male,,,,,,
2522,,Mayall and Sons,1,,,,,,,
2602,R J,Nicholas,1,,,,,,,
376,,Boroman,1,,,,,,,
155,,Baldock Brothers,1,male,,,,,,
984,Elizabeth,Chard,1,female,,,,,,
856,,Aytoun & Williams,1,,,,,,,
2051,,"Clarson, Shallard & Co.",1,,,,,,,
996,William (Clarson) (Alfred Massina),Clarson & Massina,1,male,,,,,,
1516,,Power,1,,,,,,,
2023,William,Causton,1,male,,,,,,
2050,Marcus,Clarke,1,male,,,,,,
683,A R,Winkler,1,,,,,,,
2779,W,Silvester,1,,,,,,,
2340,,Hayes,1,,,,,,,
380,Therese,Seton,1,female,,,,,,
161,Robert,Henderson,1,male,,,,,,
1387,F,Maurice,1,,,,,,,
2754,J,Schmidt,1,,,,,,,
1892,,Australian Museum,1,,,,,,,
2621,,"Oakden, Addison & Kemp",1,,,,,,,
175,W,Richardson,1,,,,,,,
278,W M,Tweedie,1,,,,,,,
2274,M V,Good,1,,,,,,,
2820,R S,Stillman,1,,,,,,,
1469,,O'Connor,1,,,,,,,
1305,John Downie,Lawson,1,male,,,,,,
1515,Charles,Potter,1,male,,,,,,
2494,William,Macintosh,1,male,,,,,,
2764,John Richard,Setright,1,male,,,,,,
2035,J,Chase,1,,,,,,,
2872,Miss A,Tuckett,1,female,,,,,,
1134,Mrs. St. John,George,1,female,,,,,,
2377,Mrs. E E,Howell,1,female,,,,,,
374,Lily J,Lackersteen,1,female,,,,,,
2464,Charles,Lascelles,1,male,,,,,,
1392,,Mayer,1,,,,,,,
687,Maggie A,Smith,1,female,,,,,,
1798,Mrs.,Windas,1,female,,,,,,
2591,,Negretti and Zambra,1,,,,,,,
283,Lewis B L,Badham,1,male,,,,,,
2428,Jacob William,Jones,1,male,,,,,,
98,,Mollross & Melvin,1,,,,,,,
829,L J,Altman,1,,,,,,,
2284,William,Graham,1,male,,,,,,
2316,W,Ham,1,,,,,,,
140,Miss A A,Ellis,1,female,,,,,,
1763,E,Webster,1,,,,,,,
1063,J M,Doyle,1,,,,,,,
2543,Henry Alfred,Melville,1,male,,,,,,
2518,Thomas,Mathewson,1,male,,,,,,
1006,,Collins Bros.,1,,,,,,,
1842,"Joseph (Reed), A.M (Henderso), F.J.(Smart)","Reed, Henderson & Smart",1,male,,,,,,
2009,Barbara,Brooks,1,female,,,,,,
2249,,Gasak,1,,,,,,,
848,X,Arnoldi,1,,,,,,,
2878,A,Twice,1,,,,,,,
2854,George H,Thomas,1,male,,,,,,
2449,Henry,King,1,male,,,,,,
2711,Miss,Riding,1,female,,,,,,
2929,George,Whitfield,1,male,,,,,,
2211,Thomas,Ford,1,male,,,,,,
1380,G B,Mason,1,,,,,,,
2150,Kate,Doolan,1,female,,,,,,
2536,William,McLeod,1,male,,,,,,
1576,J F,Rowe,1,,,,,,,
1767,J B,Wellings,1,,,,,,,
262,,Hunt and Roskell,1,,,,,,,
1026,George,Crisp,1,male,,,,,,
1043,John W,Davis,1,male,,,,,,
227,Ernest,Leviny,1,male,,,,,,
129,T T,Jones,1,,,,,,,
1188,E,Hanson,1,,,,,,,
791,Harold,Stephen,1,male,,,,,,
1235,Cecil,Holmes,1,female,,,,,,
1816,Mrs.,Wright,1,female,,,,,,
2589,Maria Elizabeth,Nayler,1,female,,,,,,
2389,Captain,Hyde,1,male,,,,,,
2002,J W,Brier,1,,,,,,,
2952,Arthur,Wills,1,male,,,,,,
1024,,Cramer and Penzholz,1,,,,,,,
443,Mrs. J W F,Lynch,1,female,,,,,,
414,Robert M,Kirk,1,male,,,,,,
2815,,Stannaford,1,,,,,,,
1511,Mrs Charles,Pinhey,1,female,,,,,,
1695,J G,Taplin,1,,,,,,,
1889,Charlotte,Atkinson,1,female,,,,,,
2735,,Rowbotham,1,,,,,,,
397,W B,Clarke,1,,,,,,,
849,A,Asher,1,,,,,,,
2660,,Photographic Company of South Australia,1,,,,,,,
2238,H.,Friend,1,,,,,,,
2848,Henry E,Tennant,1,male,,,,,,
502,Alfred H,Massina,1,male,,,,,,
1053,,Dennis and Smith,1,,,,,,,
153,John,Pownceby,1,male,,,,,,
1163,Robert,Grigor,1,male,,,,,,
25,Messrs.,Snelgrove & Thompson,1,,,,,,,
1376,W,Marshall & Co.,1,,,,,,,
1124,James,Gardner,1,male,,,,,,
1260,Richard,Jarman,1,male,,,,,,
20,J,Lorkin,1,,,,,,,
1483,William,Palmer,1,male,,,,,,
224,Shallard & Co.,Clarson,1,,,,,,,
987,A F,Chevreux,1,,,,,,,
2545,Maximilian Emmanuel,Meyers,1,male,,,,,,
2755,,Schuhkrafft and Howell,1,,,,,,,
1384,,"Mason, Firth and Co.",1,,,,,,,
1636,,"Slater, Williams and Hodgson",1,,,,,,,
105,Cyrille Veynet;  Felix Delarue,Veyret & Delarue,1,male,,,,,,
2607,J W,Niven and Co,1,,,,,,,
1234,J L & Co.,Holmes,1,,,,,,,
1775,,Whitehead & Co.,1,,,,,,,
1265,Edward,Jilks,1,male,,,,,,
2218,A.T.W.,Foster,1,,,,,,,
2314,Anastasia,Hall,1,female,,,,,,
2418,John,Johnson,1,,,,,,,
89,,De Gruchy and Lee,1,,,,,,,
1728,W L,Vernon,1,,,,,,,
2129,Eleanor,Davitt,1,female,,,,,,
2557,Eliezer Levi,Monefiore,1,female,,,,,,
1824,Maud,Rattray,1,female,,,,,,
1747,William Wilkinson,Wardell,1,male,,,,,,
2951,Bennett,Willis,1,male,,,,,,
1147,,Goodlett & Smith,1,,,,,,,
2491,,"Lyon, Wells, Cottier & Co.",1,,,,,,,
852,,Ashwin and Falconer,1,,,,,,,
1207,J,Hawkins,1,,,,,,,
720,Frederick K,Atyeo,1,male,,,,,,
2677,Charles,Powis,1,male,,,,,,
93,H.,Button,1,,,,,,,
2058,F,Cochran,1,,,,,,,
2770,lla,Shaw,1,,,,,,,
230,Arthur D,Reilly,1,male,,,,,,
168,A N,Caddan,1,,,,,,,
1828,Mrs. F J,Drake,1,female,,,,,,
390,Constance,Wood,1,female,,,,,,
352,Miss Madge,Darby,1,female,,,,,,
1210,Miss Heather,Henderson,1,female,,,,,,
1325,Miss Edith,London,1,female,,,,,,
2919,Min,Webster,1,,,,,,,
2105,R,Curtis,1,,,,,,,
2395,,Inskip and Robertson,1,,,,,,,
2850,J,Tensfield,1,,,,,,,
709,J G,Sutherland,1,,,,,,,
1093,S C (Miss),Fenton,1,female,,,,,,
2261,M J,Gibbs,1,,,,,,,
1940,,Blacklock,1,,,,,,,
2823,George Hull,Strafford,1,male,,,,,,
431,Miss Rosa,Barnet,1,female,,,,,,
387,W M,Cooper,1,,,,,,,
1656,J L,Spark,1,,,,,,,
2551,Miss L,Mitchell,1,female,,,,,,
2634,George W,Oxley,1,male,,,,,,
945,Charlotte,Bubb,1,female,,,,,,
1855,John,Abbott,1,male,,,,,,
432,Leslie,Hughes,1,,,,,,,
2454,,Klengal,1,,,,,,,
2888,Conrad,Wagner,1,male,,,,,,
2847,Frederick,Templer,1,male,,,,,,
1606,Julius Ludwig,Schomburgk,1,male,,,,,,
2698,David G,Reed,1,male,,,,,,
2228,F G,Franke,1,,,,,,,
2467,,Lawrence & Co.,1,,,,,,,
381,John Hubert,Plunkett,1,male,,,,,,
994,T,Clarke,1,,,,,,,
2512,Albin,Martin,1,,,,,,,
462,W,Warde,1,,,,,,,
2840,J,Tanner,1,,,,,,,
1898,Ann,Bailey,1,female,,,,,,
1114,R,Fox,1,,,,,,,
2206,Mrs.A.E.,Floyd,1,female,,,,,,
1128,T,Gason,1,,,,,,,
2460,Francis Peter,Labilliere,1,male,,,,,,
1141,John,Glass,1,male,,,,,,
1281,Mary Frances,Kater,1,female,,,,,,
2245,,Gale,1,,,,,,,
391,Charles E,"Johnson, R.I.",1,male,,,,,,
2786,Sophia,Sinnett,1,female,,,,,,
1535,George,Ranken,1,male,,,,,,
2102,Ann (Annie) Rebecca,Crouch,1,female,,,,,,
1808,John,Woodhouse,1,male,,,,,,
2891,J,Waldren,1,,,,,,,
2581,S,Murray,1,,,,,,,
1960,F Joseph,Boyd,1,male,,,,,,
2046,James,Clarke,1,male,,,,,,
2144,Isabel,Dickson,1,female,,,,,,
448,Miss Lucy,Windeyer,1,female,,,,,,
2259,John,Gibbs,1,male,,,,,,
496,J W,McComas,1,,,,,,,
2869,Ellen,Trestrail,1,female,,,,,,
442,Nellie,McKay,1,female,,,,,,
2553,James Sutherland,Mitchell,1,male,,,,,,
2420,W B,Johnson,1,,,,,,,
324,Miss E M,a'Beckett,1,female,,,,,,
499,William,Hunt,1,male,,,,,,
963,Rev. Joseph,Campbell,1,male,,,,,,
2248,Andrew,Garran,1,male,,,,,,
1820,G,Young,1,,,,,,,
1714,Grenville P.,Tregarthen,1,,,,,,,
2006,G,Bromley,1,,,,,,,
2938,Caroline,Wilkie,1,female,,,,,,
312,Christopher,Cutter,1,male,,,,,,
2488,A,Lueben,1,,,,,,,
2115,M J,Daniel,1,,,,,,,
1928,Amie,Benham,1,,,,,,,
2074,,Coltman,1,,,,,,,
2577,,Munday,1,,,,,,,
2010,Elizabeth,Brown,1,female,,,,,,
147,J C Fitzjohn,Hall,1,,,,,,,
1327,Mrs.,L'Oste,1,female,,,,,,
2860,Mrs A C,Thunder,1,female,,,,,,
885,Mrs Harriet,Beam,1,female,,,,,,
2627,Thomas S,Officer,1,male,,,,,,
2315,,Hall and Thomas,1,,,,,,,
983,Alice Ellen,Charbonnet-Kellermann,1,female,,,,,,
2790,Alfred C,Smart,1,male,,,,,,
1639,,Sleayer,1,,,,,,,
2533,Mrs. S,McGowan,1,female,,,,,,
415,Jefferson,Jackson,1,male,,,,,,
1577,,Royal Society of New South Wales,1,,,,,,,
48,Miss,Piper,1,female,,,,,,
2763,Alfred,Sells,1,male,,,,,,
880,James,Basham,1,male,,,,,,
2538,Master,Meakin,1,male,,,,,,
2760,,Mackennal and Scurry,1,,,,,,,
1383,Walter George,Mason,1,male,,,,,,
19,Richard,Lamb,1,male,,,,,,
2117,Otto,Darth,1,male,,,,,,
201,Emil,Todt,1,male,,,,,,
2251,Ella,Gaunt,1,female,,,,,,
2452,Mary,Kipling,1,female,,,,,,
824,Alice Bailey,Alford,1,female,,,,,,
1990,Donald,Campbell,1,male,,,,,,
1159,Mrs. J W,Graves,1,female,,,,,,
2294,Charles Dickson,Gregory,1,male,,,,,,
205,Richard,Cumming,1,male,,,,,,
1677,Andrew,Stombucko,1,male,,,,,,
2174,Arthur,Esam,1,male,,,,,,
1876,J R,Anderson,1,,,,,,,
1418,John,Moore,1,male,,,,,,
1965,Samuel Charles,Brees,1,male,,,,,,
912,Charles R,Blyth,1,male,,,,,,
427,J S A,Robertson,1,,,,,,,
1869,Mary Anne,Allport,1,female,,,,,,
2884,Leopold,Verguet,1,male,,,,,,
2827,Jno.,Summers,1,,,,,,,
2826,Thomas Peter Anderson,Stuart,1,male,,,,,,
2057,,Clyte,1,,,,,,,
2067,,Colins,1,,,,,,,
2188,Thomas,Felton,1,male,,,,,,
2250,John,Gaul,1,male,,,,,,
2362,C,Hoby,1,,,,,,,
2593,William,Nelson,1,male,,,,,,
1291,James,King,1,male,,,,,,
1909,,Barrett,1,,,,,,,
2526,George Gordon,McCrea,1,male,,,,,,
1583,Marian Ellis,Ryan,1,female,,,,,,
1266,Angela,Johnston,1,female,,,,,,
517,Miss,Watson,1,female,,,,,,
2515,Joseph,Masters,1,male,,,,,,
2459,Mrs. P P,Labertouche,1,female,,,,,,
1308,,Lee and Richardson,1,,,,,,,
1900,,Baker,1,,,,,,,
927,Miss,Bray,1,female,,,,,,
2322,Capt P H,Harcourt,1,,,,,,,
531,R W,Sawers,1,,,,,,,
877,M J,Barry,1,,,,,,,
1890,William,Austin,1,male,,,,,,
2110,J N,Dallimore,1,,,,,,,
2208,S M,Folk,1,,,,,,,
2857,Edward,Thomson,1,male,,,,,,
94,Mrs.,Scott,1,female,,,,,,
2924,Joseph,Wheeler,1,male,,,,,,
1919,Charles,Bayliss,1,male,,,,,,
403,Joseph Gardner,Stutterd,1,male,,,,,,
2159,,Dufty and Carolin,1,,,,,,,
1829,Emily,"Du Cane

Du Cane",1,female,,,,,,
2108,Miss J,Daish,1,female,,,,,,
2027,William,Champ,1,male,,,,,,
304,F B,Franklyn,1,,,,,,,
2127,Mrs.,Davis,1,female,,,,,,
2379,N,Hoyte,1,,,,,,,
695,J Armstrong,Neame,1,,,,,,,
1978,,Burnett,1,,,,,,,
2447,J,King,1,,,,,,,
2404,,J.C.C.,1,,,,,,,
716,Nelly,Boobier,1,female,,,,,,
1865,,Adam,1,,,,,,,
1932,Miss,Bignell,1,female,,,,,,
1055,Arthur,Dewhurst,1,male,,,,,,
